user_id,Technology,Product State,Signup Date,Free Trial Start Date,Website Deployed Date,Variant
495,Adaptable,Execution,6/11/2023,7/5/2023,,Control
159,Adaptable,Planning,6/11/2023,,,Control
144,Adaptable,Planning,6/8/2023,,,Control
30,Challenging,Inspiration,6/7/2023,,,Control
302,Expert,Planning,6/11/2023,,,Control
471,Adaptable,Execution,6/13/2023,,,Control
472,Adaptable,Execution,6/6/2023,,,Control
18,Challenging,Inspiration,6/5/2023,,,Control
76,Challenging,Planning,6/10/2023,6/18/2023,,Control
27,Challenging,Inspiration,6/9/2023,,,Control
264,Expert,Inspiration,6/9/2023,,,Control
455,Expert,Execution,6/5/2023,6/13/2023,,Control
320,Expert,Rebuilding,6/9/2023,,,Control
181,Diligent,Rebuilding,6/12/2023,,,Control
433,Adaptable,Execution,6/5/2023,,,Control
23,Challenging,Inspiration,6/5/2023,,,Control
188,Diligent,Planning,6/2/2023,,,Control
212,Diligent,Rebuilding,6/11/2023,,,Control
182,Diligent,Rebuilding,6/14/2023,,,Control
311,Expert,Planning,6/13/2023,,,Control
207,Expert,Inspiration,6/13/2023,6/28/2023,7/12/2023,Control
427,Adaptable,Execution,6/2/2023,,,Control
334,Adaptable,Rebuilding,6/14/2023,,,Control
199,Diligent,Planning,6/3/2023,6/22/2023,,Control
331,Adaptable,Rebuilding,6/2/2023,,,Control
26,Challenging,Inspiration,6/13/2023,,,Control
404,Adaptable,Execution,6/9/2023,6/26/2023,7/10/2023,Control
128,Adaptable,Inspiration,6/13/2023,6/28/2023,,Control
362,Expert,Planning,6/4/2023,6/23/2023,7/7/2023,Control
309,Expert,Planning,6/9/2023,,,Control
224,Diligent,Rebuilding,6/13/2023,,,Control
410,Adaptable,Execution,6/3/2023,,,Control
322,Expert,Rebuilding,6/1/2023,,,Control
156,Adaptable,Planning,6/6/2023,,,Control
315,Expert,Rebuilding,6/6/2023,,,Control
28,Challenging,Inspiration,6/3/2023,,,Control
366,Adaptable,Planning,6/6/2023,,,Control
255,Expert,Execution,6/3/2023,,,Control
391,Adaptable,Execution,6/9/2023,,,Control
306,Expert,Planning,6/10/2023,,,Control
56,Challenging,Inspiration,6/1/2023,,,Control
482,Adaptable,Execution,6/12/2023,,,Control
14,Challenging,Inspiration,6/9/2023,,,Control
78,Challenging,Planning,6/1/2023,,,Control
84,Challenging,Execution,6/3/2023,,,Control
352,Adaptable,Planning,6/1/2023,,,Control
301,Expert,Planning,6/12/2023,,,Control
425,Adaptable,Execution,6/9/2023,6/23/2023,7/7/2023,Control
21,Challenging,Inspiration,6/13/2023,,,Control
461,Adaptable,Execution,6/11/2023,,,Control
6,Challenging,Inspiration,6/1/2023,,,Control
459,Adaptable,Execution,6/10/2023,,,Control
140,Adaptable,Planning,6/12/2023,,,Control
283,Expert,Rebuilding,6/9/2023,,,Control
147,Adaptable,Planning,6/14/2023,,,Control
81,Challenging,Planning,6/1/2023,6/16/2023,,Control
31,Challenging,Inspiration,6/3/2023,,,Control
198,Expert,Planning,6/9/2023,7/4/2023,,Control
423,Adaptable,Execution,6/12/2023,,,Control
196,Expert,Planning,6/10/2023,7/6/2023,,Control
178,Diligent,Rebuilding,6/14/2023,,,Control
175,Diligent,Rebuilding,6/4/2023,,,Control
468,Adaptable,Execution,6/10/2023,7/5/2023,7/19/2023,Control
197,Diligent,Planning,6/13/2023,,,Control
336,Expert,Rebuilding,6/1/2023,6/6/2023,6/20/2023,Control
5,Challenging,Inspiration,6/3/2023,,,Control
36,Challenging,Inspiration,6/1/2023,,,Control
106,Challenging,Execution,6/14/2023,6/29/2023,7/13/2023,Control
233,Diligent,Planning,6/11/2023,,,Control
236,Diligent,Planning,6/2/2023,,,Control
94,Challenging,Execution,6/7/2023,,,Control
251,Expert,Rebuilding,6/7/2023,,,Control
195,Diligent,Planning,6/1/2023,,,Control
395,Adaptable,Execution,6/6/2023,,,Control
487,Adaptable,Execution,6/1/2023,,,Control
417,Adaptable,Execution,6/10/2023,,,Control
191,Diligent,Planning,6/10/2023,7/6/2023,7/20/2023,Control
498,Adaptable,Execution,6/3/2023,6/10/2023,,Control
436,Adaptable,Execution,6/9/2023,6/26/2023,7/10/2023,Control
494,Adaptable,Execution,6/12/2023,,,Control
88,Challenging,Execution,6/2/2023,6/18/2023,7/2/2023,Control
448,Adaptable,Execution,6/3/2023,,,Control
339,Adaptable,Rebuilding,6/7/2023,,,Control
278,Expert,Rebuilding,6/8/2023,,,Control
213,Diligent,Rebuilding,6/11/2023,,,Control
299,Expert,Planning,6/13/2023,6/17/2023,,Control
32,Challenging,Inspiration,6/12/2023,7/2/2023,7/16/2023,Control
91,Challenging,Execution,6/9/2023,,,Control
150,Adaptable,Planning,6/4/2023,,,Control
294,Expert,Planning,6/12/2023,,,Control
136,Adaptable,Inspiration,6/7/2023,,,Control
126,Adaptable,Inspiration,6/4/2023,6/27/2023,7/11/2023,Control
452,Adaptable,Execution,6/2/2023,6/21/2023,7/5/2023,Control
351,Adaptable,Planning,6/11/2023,,,Control
258,Expert,Execution,6/4/2023,7/4/2023,7/18/2023,Control
430,Adaptable,Execution,6/6/2023,,,Control
477,Adaptable,Execution,6/9/2023,,,Control
127,Adaptable,Inspiration,6/11/2023,,,Control
35,Challenging,Inspiration,6/6/2023,,,Control
64,Challenging,Planning,6/14/2023,,,Control
134,Adaptable,Inspiration,6/14/2023,,,Control
412,Adaptable,Execution,6/13/2023,,,Control
66,Challenging,Planning,6/3/2023,6/18/2023,7/2/2023,Control
166,Adaptable,Execution,6/3/2023,,,Control
89,Challenging,Execution,6/7/2023,,,Control
99,Challenging,Execution,6/4/2023,,,Control
121,Adaptable,Inspiration,6/14/2023,7/8/2023,7/11/2023,Control
449,Adaptable,Execution,6/7/2023,,,Control
441,Adaptable,Execution,6/4/2023,,,Control
183,Diligent,Rebuilding,6/13/2023,7/4/2023,7/18/2023,Control
476,Adaptable,Execution,6/2/2023,,,Control
135,Adaptable,Inspiration,6/5/2023,6/23/2023,7/7/2023,Control
435,Adaptable,Execution,6/9/2023,,,Control
139,Adaptable,Rebuilding,6/6/2023,,,Control
269,Expert,Inspiration,6/9/2023,,,Control
374,Adaptable,Planning,6/6/2023,,,Control
168,Expert,Execution,6/11/2023,7/8/2023,7/22/2023,Control
194,Diligent,Planning,6/10/2023,,,Control
360,Adaptable,Planning,6/6/2023,,,Control
344,Adaptable,Planning,6/11/2023,,,Control
418,Adaptable,Execution,6/9/2023,,,Control
10,Challenging,Inspiration,6/4/2023,,,Control
77,Challenging,Planning,6/2/2023,6/17/2023,7/1/2023,Control
297,Expert,Planning,6/7/2023,,,Control
226,Expert,Rebuilding,6/13/2023,6/19/2023,7/3/2023,Control
390,Adaptable,Rebuilding,6/7/2023,6/8/2023,,Control
330,Expert,Rebuilding,6/1/2023,,,Control
464,Expert,Execution,6/12/2023,,,Control
257,Expert,Execution,6/11/2023,,,Control
165,Adaptable,Execution,6/5/2023,6/5/2023,,Control
458,Adaptable,Execution,6/3/2023,6/29/2023,7/13/2023,Control
428,Adaptable,Execution,6/1/2023,6/18/2023,,Control
148,Adaptable,Planning,6/3/2023,,,Control
230,Diligent,Planning,6/2/2023,,,Control
422,Adaptable,Execution,6/10/2023,,,Control
274,Expert,Rebuilding,6/4/2023,,,Control
102,Challenging,Execution,6/11/2023,,,Control
200,Diligent,Rebuilding,6/9/2023,,,Control
369,Adaptable,Planning,6/8/2023,,,Control
409,Adaptable,Execution,6/5/2023,,,Control
396,Adaptable,Execution,6/4/2023,6/16/2023,6/30/2023,Control
484,Adaptable,Execution,6/10/2023,6/21/2023,7/5/2023,Control
118,Adaptable,Inspiration,6/9/2023,,,Control
260,Expert,Rebuilding,6/8/2023,,,Control
177,Diligent,Rebuilding,6/2/2023,,,Control
263,Expert,Inspiration,6/13/2023,7/1/2023,7/15/2023,Control
316,Expert,Rebuilding,6/7/2023,,,Control
16,Challenging,Inspiration,6/10/2023,,,Control
296,Expert,Planning,6/7/2023,,,Control
340,Adaptable,Rebuilding,6/5/2023,,,Control
223,Diligent,Rebuilding,6/1/2023,,,Control
377,Adaptable,Planning,6/12/2023,,,Control
111,Adaptable,Rebuilding,6/12/2023,,,Control
254,Expert,Execution,6/6/2023,6/23/2023,7/7/2023,Control
222,Expert,Rebuilding,6/3/2023,6/8/2023,,Control
447,Adaptable,Execution,6/1/2023,,,Control
241,Expert,Planning,6/2/2023,6/16/2023,6/30/2023,Control
90,Challenging,Execution,6/9/2023,6/17/2023,7/1/2023,Control
383,Adaptable,Rebuilding,6/11/2023,,,Control
398,Expert,Execution,6/2/2023,6/3/2023,6/17/2023,Control
285,Expert,Planning,6/6/2023,,,Control
462,Adaptable,Execution,6/1/2023,,,Control
73,Challenging,Planning,6/9/2023,6/9/2023,,Control
242,Expert,Planning,6/10/2023,,,Control
460,Adaptable,Execution,6/5/2023,,,Control
25,Challenging,Inspiration,6/5/2023,,,Control
384,Adaptable,Rebuilding,6/11/2023,,,Control
408,Adaptable,Execution,6/6/2023,,,Control
488,Adaptable,Execution,6/5/2023,,,Control
180,Diligent,Rebuilding,6/9/2023,,,Control
55,Challenging,Inspiration,6/3/2023,,,Control
240,Expert,Planning,6/4/2023,,,Control
143,Adaptable,Planning,6/3/2023,,,Control
48,Challenging,Inspiration,6/8/2023,,,Control
382,Adaptable,Rebuilding,6/13/2023,,,Control
386,Adaptable,Rebuilding,6/14/2023,,,Control
201,Diligent,Inspiration,6/4/2023,,,Control
480,Adaptable,Execution,6/10/2023,,,Control
501,Adaptable,Execution,6/2/2023,,,Control
95,Challenging,Execution,6/11/2023,,,Control
446,Adaptable,Execution,6/4/2023,,,Control
228,Diligent,Planning,6/2/2023,,,Control
444,Adaptable,Execution,6/4/2023,,,Control
124,Adaptable,Inspiration,6/10/2023,,,Control
158,Adaptable,Planning,6/1/2023,,,Control
371,Adaptable,Planning,6/11/2023,,,Control
326,Expert,Rebuilding,6/1/2023,,,Control
155,Adaptable,Planning,6/2/2023,,,Control
46,Challenging,Inspiration,6/10/2023,,,Control
93,Challenging,Execution,6/7/2023,,,Control
259,Expert,Execution,6/12/2023,,,Control
154,Adaptable,Planning,6/8/2023,,,Control
202,Diligent,Inspiration,6/7/2023,,,Control
2,Diligent,Inspiration,6/7/2023,6/18/2023,7/2/2023,Control
132,Adaptable,Inspiration,6/4/2023,,,Control
49,Challenging,Inspiration,6/1/2023,,,Control
160,Adaptable,Planning,6/14/2023,,,Control
96,Challenging,Execution,6/12/2023,,,Control
152,Adaptable,Planning,6/11/2023,,,Control
348,Adaptable,Planning,6/9/2023,6/21/2023,7/5/2023,Control
421,Adaptable,Execution,6/2/2023,6/16/2023,6/30/2023,Control
151,Adaptable,Planning,6/7/2023,,,Control
262,Expert,Inspiration,6/13/2023,,,Control
219,Diligent,Rebuilding,6/9/2023,,,Control
238,Expert,Planning,6/13/2023,,,Control
125,Adaptable,Inspiration,6/5/2023,6/21/2023,7/5/2023,Control
474,Adaptable,Execution,6/9/2023,,,Control
479,Adaptable,Execution,6/3/2023,,,Control
163,Adaptable,Execution,6/11/2023,7/2/2023,7/16/2023,Control
483,Adaptable,Execution,6/4/2023,,,Control
394,Adaptable,Execution,6/3/2023,,,Control
3,Adaptable,Inspiration,6/10/2023,6/17/2023,7/1/2023,Control
287,Expert,Planning,6/2/2023,,,Control
103,Challenging,Execution,6/12/2023,,,Control
211,Expert,Rebuilding,6/13/2023,6/17/2023,7/1/2023,Control
65,Challenging,Planning,6/5/2023,,,Control
42,Challenging,Inspiration,6/14/2023,7/2/2023,7/16/2023,Control
229,Diligent,Planning,6/10/2023,,,Control
33,Challenging,Inspiration,6/8/2023,,,Control
51,Challenging,Inspiration,6/8/2023,,,Control
145,Adaptable,Planning,6/12/2023,6/16/2023,6/30/2023,Control
443,Adaptable,Execution,6/5/2023,6/11/2023,6/25/2023,Control
392,Adaptable,Execution,6/7/2023,,,Control
167,Adaptable,Execution,6/7/2023,,,Control
376,Adaptable,Planning,6/6/2023,,,Control
399,Adaptable,Execution,6/1/2023,6/2/2023,,Control
206,Diligent,Inspiration,6/6/2023,,,Control
373,Expert,Planning,6/6/2023,6/7/2023,6/21/2023,Control
341,Adaptable,Rebuilding,6/11/2023,,,Control
354,Adaptable,Planning,6/12/2023,,,Control
54,Challenging,Inspiration,6/13/2023,,,Control
356,Adaptable,Planning,6/14/2023,,,Control
218,Diligent,Rebuilding,6/12/2023,,,Control
141,Expert,Planning,6/7/2023,6/7/2023,6/21/2023,Control
186,Diligent,Rebuilding,6/10/2023,,,Control
120,Adaptable,Inspiration,6/13/2023,,,Control
1,Challenging,Inspiration,6/11/2023,,,Control
288,Expert,Planning,6/7/2023,,,Control
208,Diligent,Inspiration,6/11/2023,7/10/2023,7/24/2023,Control
268,Expert,Inspiration,6/2/2023,,,Control
385,Adaptable,Rebuilding,6/11/2023,,,Control
37,Challenging,Inspiration,6/7/2023,,,Control
71,Challenging,Planning,6/12/2023,,,Control
426,Adaptable,Execution,6/4/2023,,,Control
227,Expert,Planning,6/4/2023,,,Control
107,Adaptable,Execution,6/5/2023,,,Control
380,Adaptable,Planning,6/6/2023,,,Control
291,Expert,Planning,6/6/2023,7/4/2023,7/18/2023,Control
131,Adaptable,Inspiration,6/6/2023,,,Control
473,Adaptable,Execution,6/8/2023,6/9/2023,6/23/2023,Test
86,Challenging,Execution,6/6/2023,6/19/2023,7/3/2023,Test
170,Adaptable,Execution,6/12/2023,,,Test
189,Diligent,Planning,6/13/2023,,,Test
298,Expert,Planning,6/6/2023,,,Test
497,Adaptable,Execution,6/9/2023,7/4/2023,7/18/2023,Test
72,Challenging,Planning,6/4/2023,,,Test
314,Expert,Rebuilding,6/10/2023,7/1/2023,7/15/2023,Test
68,Challenging,Planning,6/4/2023,,,Test
303,Expert,Planning,6/3/2023,,,Test
317,Expert,Rebuilding,6/9/2023,,,Test
286,Expert,Planning,6/14/2023,,,Test
239,Expert,Planning,6/10/2023,,,Test
289,Expert,Planning,6/4/2023,,,Test
323,Expert,Rebuilding,6/1/2023,,,Test
280,Expert,Execution,6/7/2023,,,Test
40,Challenging,Inspiration,6/7/2023,,,Test
454,Adaptable,Execution,6/5/2023,,,Test
17,Challenging,Inspiration,6/9/2023,,,Test
60,Challenging,Inspiration,6/11/2023,6/26/2023,7/10/2023,Test
475,Adaptable,Execution,6/10/2023,,,Test
41,Challenging,Inspiration,6/2/2023,,,Test
205,Diligent,Inspiration,6/8/2023,6/14/2023,,Test
193,Diligent,Planning,6/4/2023,,,Test
353,Adaptable,Planning,6/10/2023,7/9/2023,,Test
246,Expert,Planning,6/10/2023,,,Test
335,Adaptable,Rebuilding,6/1/2023,6/3/2023,,Test
216,Diligent,Rebuilding,6/9/2023,,,Test
429,Adaptable,Execution,6/4/2023,,,Test
312,Expert,Planning,6/14/2023,7/5/2023,7/19/2023,Test
402,Adaptable,Execution,6/13/2023,6/18/2023,7/2/2023,Test
138,Adaptable,Inspiration,6/2/2023,6/5/2023,,Test
104,Challenging,Execution,6/10/2023,,,Test
478,Adaptable,Execution,6/8/2023,,,Test
179,Diligent,Rebuilding,6/1/2023,,,Test
74,Challenging,Planning,6/6/2023,6/14/2023,6/28/2023,Test
114,Adaptable,Inspiration,6/2/2023,,,Test
161,Adaptable,Execution,6/14/2023,,,Test
225,Diligent,Execution,6/4/2023,,,Test
346,Adaptable,Planning,6/13/2023,,,Test
389,Adaptable,Rebuilding,6/2/2023,,,Test
437,Adaptable,Execution,6/11/2023,,,Test
414,Adaptable,Execution,6/14/2023,,,Test
184,Diligent,Rebuilding,6/5/2023,6/26/2023,7/10/2023,Test
221,Diligent,Rebuilding,6/4/2023,7/3/2023,7/17/2023,Test
313,Expert,Rebuilding,6/12/2023,,,Test
411,Adaptable,Execution,6/3/2023,6/9/2023,6/23/2023,Test
442,Adaptable,Execution,6/1/2023,6/8/2023,,Test
115,Adaptable,Inspiration,6/9/2023,,,Test
275,Expert,Rebuilding,6/9/2023,,,Test
499,Adaptable,Execution,6/3/2023,,,Test
393,Adaptable,Execution,6/3/2023,6/3/2023,6/17/2023,Test
415,Adaptable,Execution,6/8/2023,,,Test
11,Challenging,Inspiration,6/7/2023,,,Test
496,Adaptable,Execution,6/14/2023,,,Test
270,Expert,Rebuilding,6/2/2023,,,Test
82,Challenging,Planning,6/9/2023,,,Test
358,Adaptable,Planning,6/3/2023,,,Test
112,Adaptable,Rebuilding,6/2/2023,,,Test
235,Diligent,Planning,6/1/2023,,,Test
217,Diligent,Execution,6/11/2023,,,Test
367,Adaptable,Planning,6/11/2023,,,Test
413,Adaptable,Execution,6/8/2023,,,Test
252,Expert,Rebuilding,6/10/2023,,,Test
329,Expert,Rebuilding,6/1/2023,,,Test
214,Diligent,Rebuilding,6/9/2023,6/28/2023,,Test
203,Diligent,Inspiration,6/6/2023,,,Test
308,Expert,Planning,6/3/2023,,,Test
345,Adaptable,Planning,6/5/2023,,,Test
261,Expert,Inspiration,6/14/2023,,,Test
43,Challenging,Inspiration,6/11/2023,,,Test
272,Expert,Rebuilding,6/10/2023,,,Test
137,Adaptable,Inspiration,6/12/2023,,,Test
9,Challenging,Inspiration,6/12/2023,7/2/2023,,Test
153,Adaptable,Planning,6/5/2023,,,Test
83,Challenging,Execution,6/11/2023,,,Test
463,Adaptable,Execution,6/13/2023,,,Test
109,Adaptable,Rebuilding,6/13/2023,,,Test
57,Challenging,Inspiration,6/9/2023,,,Test
305,Expert,Planning,6/5/2023,,,Test
357,Adaptable,Planning,6/5/2023,,,Test
276,Expert,Rebuilding,6/4/2023,,,Test
117,Adaptable,Inspiration,6/10/2023,6/10/2023,6/24/2023,Test
403,Adaptable,Execution,6/7/2023,6/14/2023,,Test
243,Expert,Planning,6/11/2023,6/13/2023,,Test
157,Adaptable,Planning,6/6/2023,,,Test
401,Adaptable,Execution,6/12/2023,,,Test
328,Expert,Rebuilding,6/2/2023,6/21/2023,,Test
400,Adaptable,Execution,6/11/2023,,,Test
47,Challenging,Inspiration,6/4/2023,,,Test
424,Adaptable,Execution,6/8/2023,,,Test
113,Adaptable,Inspiration,6/2/2023,,,Test
250,Expert,Rebuilding,6/1/2023,6/7/2023,6/21/2023,Test
431,Adaptable,Execution,6/5/2023,,,Test
247,Expert,Planning,6/2/2023,,,Test
325,Expert,Rebuilding,6/9/2023,,,Test
8,Challenging,Inspiration,6/2/2023,,,Test
416,Adaptable,Execution,6/14/2023,,,Test
327,Expert,Rebuilding,6/3/2023,,,Test
87,Challenging,Execution,6/13/2023,,,Test
342,Adaptable,Planning,6/8/2023,,,Test
97,Challenging,Execution,6/4/2023,,,Test
15,Challenging,Inspiration,6/1/2023,,,Test
295,Expert,Planning,6/14/2023,,,Test
375,Adaptable,Planning,6/8/2023,,,Test
122,Adaptable,Inspiration,6/4/2023,,,Test
63,Challenging,Planning,6/6/2023,6/13/2023,,Test
20,Challenging,Inspiration,6/1/2023,,,Test
337,Adaptable,Rebuilding,6/10/2023,,,Test
363,Adaptable,Planning,6/11/2023,,,Test
300,Expert,Planning,6/13/2023,,,Test
338,Adaptable,Rebuilding,6/3/2023,,,Test
321,Expert,Rebuilding,6/5/2023,,,Test
169,Adaptable,Execution,6/12/2023,,,Test
123,Adaptable,Inspiration,6/7/2023,6/14/2023,6/28/2023,Test
381,Adaptable,Planning,6/8/2023,,,Test
190,Diligent,Planning,6/7/2023,,,Test
215,Diligent,Rebuilding,6/3/2023,6/6/2023,6/20/2023,Test
293,Expert,Planning,6/6/2023,6/24/2023,7/8/2023,Test
171,Diligent,Execution,6/2/2023,,,Test
419,Adaptable,Execution,6/9/2023,,,Test
453,Adaptable,Execution,6/2/2023,6/12/2023,6/26/2023,Test
50,Challenging,Inspiration,6/6/2023,,,Test
4,Expert,Inspiration,6/13/2023,,,Test
232,Diligent,Planning,6/2/2023,,,Test
486,Adaptable,Execution,6/8/2023,,,Test
130,Adaptable,Inspiration,6/13/2023,,,Test
38,Challenging,Inspiration,6/5/2023,,,Test
500,Adaptable,Execution,6/7/2023,6/24/2023,7/8/2023,Test
439,Adaptable,Execution,6/14/2023,,,Test
133,Adaptable,Inspiration,6/6/2023,,,Test
277,Expert,Rebuilding,6/12/2023,6/28/2023,7/12/2023,Test
343,Adaptable,Planning,6/6/2023,7/5/2023,,Test
456,Adaptable,Execution,6/1/2023,6/3/2023,,Test
489,Adaptable,Execution,6/11/2023,,,Test
481,Adaptable,Execution,6/1/2023,,,Test
220,Diligent,Rebuilding,6/9/2023,,,Test
292,Expert,Planning,6/3/2023,6/5/2023,6/19/2023,Test
245,Expert,Planning,6/8/2023,7/8/2023,,Test
307,Expert,Planning,6/2/2023,,,Test
347,Adaptable,Planning,6/2/2023,,,Test
405,Adaptable,Execution,6/5/2023,6/6/2023,6/20/2023,Test
333,Adaptable,Rebuilding,6/12/2023,,,Test
129,Adaptable,Inspiration,6/3/2023,,,Test
279,Expert,Execution,6/6/2023,,,Test
290,Expert,Planning,6/13/2023,,,Test
465,Adaptable,Execution,6/11/2023,,,Test
22,Challenging,Inspiration,6/9/2023,,,Test
59,Challenging,Inspiration,6/13/2023,,,Test
445,Adaptable,Execution,6/3/2023,,,Test
466,Adaptable,Execution,6/13/2023,6/17/2023,7/1/2023,Test
204,Diligent,Inspiration,6/13/2023,,,Test
174,Diligent,Planning,6/11/2023,,,Test
67,Challenging,Planning,6/4/2023,,,Test
80,Challenging,Planning,6/1/2023,,,Test
406,Adaptable,Execution,6/3/2023,,,Test
237,Expert,Planning,6/10/2023,,,Test
467,Adaptable,Execution,6/6/2023,,,Test
372,Adaptable,Planning,6/10/2023,,,Test
266,Expert,Inspiration,6/3/2023,,,Test
79,Challenging,Planning,6/5/2023,7/3/2023,7/17/2023,Test
149,Adaptable,Planning,6/1/2023,,,Test
440,Adaptable,Execution,6/10/2023,,,Test
397,Adaptable,Execution,6/9/2023,,,Test
98,Challenging,Execution,6/4/2023,,,Test
39,Challenging,Inspiration,6/14/2023,7/4/2023,7/18/2023,Test
490,Adaptable,Execution,6/13/2023,,,Test
24,Challenging,Inspiration,6/1/2023,,,Test
273,Expert,Rebuilding,6/12/2023,,,Test
69,Challenging,Planning,6/11/2023,,,Test
332,Adaptable,Execution,6/5/2023,6/25/2023,7/9/2023,Test
492,Adaptable,Execution,6/14/2023,,,Test
304,Expert,Planning,6/5/2023,,,Test
420,Adaptable,Execution,6/9/2023,6/14/2023,,Test
34,Challenging,Inspiration,6/6/2023,,,Test
100,Challenging,Execution,6/14/2023,,,Test
491,Adaptable,Execution,6/12/2023,,,Test
29,Challenging,Inspiration,6/14/2023,,,Test
101,Challenging,Execution,6/4/2023,,,Test
70,Challenging,Planning,6/6/2023,,,Test
470,Adaptable,Execution,6/4/2023,,,Test
438,Adaptable,Execution,6/10/2023,6/17/2023,7/1/2023,Test
209,Diligent,Inspiration,6/11/2023,,,Test
378,Adaptable,Planning,6/14/2023,,,Test
234,Diligent,Planning,6/10/2023,,,Test
210,Diligent,Inspiration,6/14/2023,,,Test
13,Challenging,Inspiration,6/8/2023,,,Test
119,Adaptable,Inspiration,6/13/2023,,,Test
12,Challenging,Inspiration,6/3/2023,,,Test
379,Adaptable,Planning,6/5/2023,,,Test
368,Adaptable,Planning,6/14/2023,,,Test
324,Expert,Rebuilding,6/12/2023,,,Test
350,Adaptable,Planning,6/2/2023,,,Test
361,Adaptable,Planning,6/11/2023,,,Test
493,Adaptable,Execution,6/13/2023,6/13/2023,6/27/2023,Test
271,Expert,Rebuilding,6/10/2023,,,Test
485,Adaptable,Execution,6/7/2023,,,Test
176,Diligent,Rebuilding,6/2/2023,6/4/2023,6/18/2023,Test
85,Challenging,Execution,6/4/2023,,,Test
457,Adaptable,Execution,6/4/2023,,,Test
244,Expert,Planning,6/5/2023,,,Test
53,Challenging,Inspiration,6/7/2023,7/2/2023,7/16/2023,Test
450,Adaptable,Execution,6/10/2023,,,Test
44,Challenging,Inspiration,6/10/2023,6/19/2023,7/3/2023,Test
281,Expert,Rebuilding,6/7/2023,,,Test
434,Adaptable,Execution,6/11/2023,,,Test
451,Adaptable,Execution,6/11/2023,7/10/2023,7/24/2023,Test
146,Adaptable,Planning,6/4/2023,7/4/2023,7/18/2023,Test
187,Diligent,Rebuilding,6/7/2023,6/8/2023,6/22/2023,Test
185,Diligent,Rebuilding,6/12/2023,7/5/2023,7/19/2023,Test
173,Diligent,Execution,6/14/2023,,,Test
58,Challenging,Inspiration,6/9/2023,,,Test
370,Adaptable,Planning,6/8/2023,,,Test
388,Adaptable,Rebuilding,6/6/2023,,,Test
265,Expert,Inspiration,6/2/2023,,,Test
407,Adaptable,Execution,6/5/2023,,,Test
19,Challenging,Inspiration,6/2/2023,6/16/2023,6/30/2023,Test
192,Diligent,Planning,6/10/2023,,,Test
349,Adaptable,Planning,6/6/2023,,,Test
172,Diligent,Execution,6/10/2023,,,Test
359,Adaptable,Planning,6/6/2023,6/9/2023,6/23/2023,Test
387,Adaptable,Rebuilding,6/9/2023,,,Test
116,Adaptable,Inspiration,6/3/2023,7/2/2023,7/16/2023,Test
249,Expert,Planning,6/13/2023,6/26/2023,,Test
284,Expert,Rebuilding,6/14/2023,,,Test
162,Adaptable,Planning,6/2/2023,6/16/2023,6/30/2023,Test
432,Adaptable,Execution,6/5/2023,,,Test
256,Expert,Execution,6/13/2023,7/10/2023,7/24/2023,Test
75,Challenging,Planning,6/4/2023,,,Test
253,Expert,Execution,6/9/2023,,,Test
469,Adaptable,Execution,6/5/2023,,,Test
92,Challenging,Execution,6/9/2023,7/7/2023,7/21/2023,Test
364,Adaptable,Planning,6/3/2023,,,Test
45,Challenging,Inspiration,6/11/2023,,,Test
142,Adaptable,Planning,6/5/2023,,,Test
62,Challenging,Planning,6/8/2023,,,Test
61,Challenging,Inspiration,6/12/2023,6/23/2023,7/7/2023,Test
7,Challenging,Inspiration,6/12/2023,6/26/2023,7/10/2023,Test
164,Adaptable,Execution,6/4/2023,6/9/2023,6/23/2023,Test
108,Adaptable,Execution,6/5/2023,,,Test
52,Challenging,Inspiration,6/11/2023,6/14/2023,6/28/2023,Test
105,Challenging,Execution,6/11/2023,7/1/2023,7/15/2023,Test
110,Adaptable,Rebuilding,6/8/2023,6/21/2023,,Test
248,Expert,Planning,6/14/2023,,,Test
231,Diligent,Planning,6/8/2023,,,Test
365,Adaptable,Planning,6/8/2023,,,Test
310,Expert,Planning,6/13/2023,,,Test
318,Expert,Rebuilding,6/3/2023,6/28/2023,,Test
282,Expert,Rebuilding,6/6/2023,,,Test
319,Expert,Rebuilding,6/2/2023,,,Test
267,Expert,Inspiration,6/8/2023,6/10/2023,,Test
355,Adaptable,Planning,6/1/2023,6/8/2023,,Test